Rank,Car #,School,Team,Report Score,Eval. Score,Bonus Points,Penalty Points,Final Score,Message For Team
48,56,Old Dominion Univ,Whiskey Throttle Racing,0,40,0,0,40,DRB Late 1 Day
48,64,Seattle Pacific Univ,SPU Falcon Racing,0,40,0,0,40,
48,67,South Dakota State Univ,Jackrabbit Baja,0,40,0,0,40,
48,81,Olivet Nazarene Univ,ONU Tiger Racing,0,40,0,0,40,
48,92,Univ of Tennessee -Chattanooga,Racing Mocs,0,40,0,0,40,DRB Late 1 Day
48,101,Virginia Tech,VT Baja,0,40,0,0,40,DRB Late 4 Days
48,111,San Diego State Univ,Aztec Baja Racing,0,40,0,0,40,
58,24,Olin College of Engineering,Olin Baja SAE,0,30,0,0,30,
58,47,Geneva College,Geneva Racing,0,30,0,0,30,
58,53,Cetys Universidad,CMB Racing,0,30,0,0,30,DRB Late 1 Day
58,58,Univ of Southern Indiana,Screaming Eagle Racing,0,30,0,0,30,
58,68,Michigan State University,MSU Baja Racing,0,30,0,0,30,DRB Late 5 Days
58,70,Clemson Univ,Clemson University BAJA SAE,0,30,0,0,30,
64,11,Purdue Univ - Northwest,PNW Baja Motorsports,0,20,0,0,20,DRB Late 1 Day
64,31,Univ of West Florida,Argo Racing,0,20,0,0,20,
64,49,Middle Tennessee State Univ,MTSU motorsports,0,20,0,0,20,
64,77,Western University,Western Baja SAE,0,20,0,0,20,
64,90,Christian Brothers Univ,Desert Demons,0,20,0,0,20,DRB Late 1 Day
69,44,Univ of Texas -Tyler,Desert Hare,0,10,0,0,10,
69,62,Univ of Tennessee - Martin,Skyhawk Racing,0,10,0,0,10,
69,83,Arkansas State Univ,Red Wolf Riders,0,10,0,0,10,DRB Late 2 Days
69,88,West Virginia Univ Inst of Tech,Golden Bear Racing,0,10,0,0,10,DRB Late 1 Day
73,32,Louisiana Tech Univ,LA Tech Baja,0,5,0,0,5,
73,50,Lipscomb Univ,Lipscomb Motorsports,0,5,0,0,5,
73,59,Oklahoma State Univ,Cowboy Racing,0,5,0,0,5,
76,13,Auburn Univ,Auburn Off-Road,0,0,0,0,0,DRB Late 5 Days
76,21,Harding Univ,Bison Baja,0,0,0,0,0,DRB Late 1 Day
76,29,Northern Arizona Univ,Lumberjack Motorsports,0,0,0,0,0,DRB Late 5 Days
76,41,Michigan Tech Univ,MTU Blizzard Baja,0,0,0,0,0,DRB Late 5 Days
76,43,Cincinnati State Technical Comm College,Cincy Baja,0,0,0,0,0,DRB Late 4 Days
76,45,Western New England University,Golden Bear Racing,0,0,0,0,0,DRB Late 4 Days
76,48,Montana Tech,MTech Baja,0,0,0,0,0,DRB Late 5 Days
76,51,Universidad Autonoma Estado Mexico,Sara Juana,0,0,0,0,0,DRB Late 4 Days
76,66,Citadel,Bulldog Baja,0,0,0,0,0,DRB Late 5 Days
76,69,Univ of Evansville,Aces Racing,0,0,0,0,0,DRB Late 5 Days
76,74,Univ of Kansas - Lawrence,Jayhawk Motorsports Baja,0,0,0,0,0,DRB Late 5 Days
76,75,Southern Illinois Univ - Edwardville,Cougar Baja,0,0,0,0,0,DRB Late 1 Day
76,82,Univ of Pittsburgh - Johnstown,Steel Panther Racing,0,0,0,0,0,DRB Late 5 Days
76,89,Ohio Univ,Bobcat Baja,0,0,0,0,0,DRB Late 4 Days
,23,Cummins College Of Engineering,TZ8,,,,,0,
,30,Western Kentucky Univ,WKU Blackhawks,,,,,0,
,79,Northern Kentucky Univ,Norse Baja,,,,,0,
,124,Western Michigan Univ,Bronco BAJA,,,,,0,
